event_id,symbol,usable,reason,gross,p_pre,yield_pct,u_pdr,u_close,u_open,div_check,weekend,p_close_pre,pdr_literature,gap_min,monday,jump_ts,jump_over_div,pdr_overnight_2000,p_overnight_2000,pdr_premarket_0400,p_premarket_0400,pdr_open_0930,p_open_0930,pdr_open_1000,p_open_1000,pdr_close_1600,p_close_1600
rVOO-2026-06-26-1,rVOO,True,,1.9622,675.493,0.2904841352908172,2.93038426256243,675.7100219726562,669.9600219726562,Yahoo agrees on ex-date and amount (to 3 dp),True,675.98,3.2973193354398265,1.0,False,2026-06-26T00:00:00+00:00,0.5519315054531055,0.5519315054531055,674.41,1.3785546835185205,672.788,3.049128529201947,669.51,1.5202323922128533,672.51,1.6410151870349747,672.273
rVST-2026-06-22-1,rVST,True,,0.229,163.6,0.1399755501222494,1.0698476733078601,163.75,163.5050048828125,Yahoo agrees on ex-date and amount (to 3 dp),False,163.699,-3.8602620087335637,1.0,True,2026-06-22T13:28:00+00:00,2.777292576419195,0.0,163.6,0.0,163.6,-4.292576419213992,164.583,-8.794759825327555,165.614,-14.85152838427952,167.001
rVTV-2026-06-26-1,rVTV,True,,1.0818,220.985,0.48953548883408377,1.673149211853219,220.49000549316406,218.67999267578125,Yahoo agrees on ex-date and amount (to 3 dp),False,220.37,1.6084303937881392,8.0,False,2026-06-26T02:38:00+00:00,1.3773340728415424,0.4668145683120945,220.48,-0.8347199112590049,221.888,2.176927343316711,218.63,1.5853207616934768,219.27,2.403401737844354,218.385
rYANG-2026-06-23-1,rYANG,True,,0.16314,34.66,0.47068667051356033,-11.707734751821192,34.599998474121094,36.5099983215332,Yahoo agrees on ex-date and amount (to 3 dp),False,34.594,-10.990560254995705,1.0,False,2026-06-23T01:04:00+00:00,3.0035552286379916,0.36778227289441684,34.6,-14.558048302071839,37.035,-10.58599975481184,36.387,-9.445874708839058,36.201,-10.254995709206828,36.333
rYINN-2026-06-23-1,rYINN,True,,0.20943,25.856,0.8099860767326733,8.499263174547618,25.84000015258789,24.059999465942383,Yahoo agrees on ex-date and amount (to 3 dp),False,25.847,7.93105094781073,1.0,False,2026-06-23T08:00:00+00:00,9.874421047605395,0.06684811154086281,25.842,9.941269159146257,23.774,7.974024733801278,24.186,7.305543618392786,24.326,7.921501217590615,24.197
rDGRW-2026-06-25-1,rDGRW,True,,0.16,94.859,0.16867139649374335,-0.5625247955322266,94.66999816894531,94.76000213623047,Yahoo agrees on ex-date and amount (to 3 dp),False,94.648,-1.8000000000000682,72.0,False,2026-06-25T13:27:00+00:00,4.075000000000006,1.181249999999956,94.67,-0.006250000000029843,94.86,-0.48125000000007745,94.936,2.6312499999999517,94.438,1.7749999999999488,94.575
rSCHD-2026-06-24-1,rSCHD,True,,0.2525,32.04,0.7880774032459426,1.1485184773360149,32.02000045776367,31.729999542236328,Yahoo agrees on ex-date and amount (to 3 dp),False,32.035,1.168316831683161,1.0,False,2026-06-24T00:00:00+00:00,0.7920792079207892,0.7920792079207892,31.84,0.9702970297029602,31.795,1.188118811881191,31.74,1.1009900990098958,31.762,1.3267326732673301,31.705
rKO-2026-06-15-1,rKO,True,,0.53,82.66,0.6411807403822889,2.905662104768573,82.62000274658203,81.08000183105469,Yahoo agrees on ex-date and amount (to 3 dp),True,82.619,3.2056603773584866,1.0,True,2026-06-15T00:03:00+00:00,1.094339622641506,0.0,82.66,1.837735849056584,81.686,3.2830188679245187,80.92,3.2603773584905555,80.932,3.2188679245283076,80.954
rCRM-2026-06-11-1,rCRM,True,,0.44,170.125,0.2586333578251286,6.0227134011008525,170.9199981689453,168.27000427246094,Yahoo agrees on ex-date and amount (to 3 dp),False,171.016,7.229545454545416,1.0,False,2026-06-11T00:04:00+00:00,2.272727272727273,-2.0340909090909323,171.02,-0.06590909090908265,170.154,5.204545454545436,167.835,4.124999999999995,168.31,8.238636363636363,166.5
rPAVE-2026-06-29-1,rPAVE,True,,0.102695,58.76,0.17477025187202178,0.09735938003995448,58.84000015258789,58.83000183105469,Yahoo agrees on ex-date and amount (to 3 dp),False,58.871,4.781148059788691,2883.0,True,2026-06-29T13:29:00+00:00,5.384877550026752,-0.876381518087574,58.85,4.800623204635036,58.267,3.700277520814017,58.38,0.09737572423192961,58.75,1.5482740152879784,58.601
rFLQL-2026-06-26-1,rFLQL,True,,0.2235,76.911,0.29059562351289153,3.4452092727558723,76.94000244140625,76.16999816894531,Yahoo agrees on ex-date and amount (to 3 dp),False,76.931,3.2617449664429494,525.0,False,2026-06-26T13:30:00+00:00,3.1677852348993216,0.0044742729306701335,76.91,0.0044742729306701335,76.91,3.1722595078299918,76.202,2.465324384787481,76.36,2.572706935123055,76.336
rHYS-2026-07-01-1,rHYS,True,,0.57,93.51,0.6095604748155277,0.9473566423382677,93.5199966430664,92.9800033569336,Yahoo agrees on ex-date and amount (to 3 dp),False,93.506,1.0964912280701755,1031.0,False,2026-07-01T13:22:00+00:00,1.175438596491231,0.0,93.51,0.0,93.51,1.1035087719298333,92.881,1.0649122807017533,92.903,0.9473684210526426,92.97
rSTX-2026-06-24-1,rSTX,True,,0.74,1041.504,0.07105109533904815,14.68918259079392,1038.5899658203125,1027.719970703125,Yahoo agrees on ex-date and amount (to 3 dp),False,1038.988,42.80675675675678,1.0,False,2026-06-24T13:30:00+00:00,28.695945945945965,4.329729729729664,1038.3,-13.491891891892097,1051.488,46.20675675675658,1007.311,31.839189189189085,1017.943,65.31621621621615,993.17
rSGOV-2026-07-01-1,rSGOV,True,,0.295765,100.665,0.29381115581383793,0.9297973927912574,100.66999816894531,100.3949966430664,Yahoo agrees on ex-date and amount (to 3 dp),False,100.67,0.9297922336990708,1.0,False,2026-07-01T00:00:00+00:00,0.9297922336990708,0.9297922336990708,100.39,0.9128869203591035,100.395,0.9128869203591035,100.395,0.9128869203591035,100.395,0.9128869203591035,100.395
rCLOI-2026-07-01-1,rCLOI,True,,0.2051,52.95,0.38734655335221907,0.6825908807822404,52.95000076293945,52.810001373291016,Yahoo agrees on ex-date and amount (to 3 dp),False,52.95,0.9410043881033883,1040.0,False,2026-07-01T13:30:00+00:00,0.9410043881033883,0.9410043881033883,52.757,0.9410043881033883,52.757,0.9410043881033883,52.757,1.0287664553876432,52.739,0.9263773768893458,52.76
rCOPX-2026-06-29-1,rCOPX,True,,0.257976,76.525,0.3371133616465207,0.5814553519664862,76.18000030517578,76.02999877929688,Yahoo agrees on ex-date and amount (to 3 dp),False,76.185,0.9497007473563609,2882.0,True,2026-06-29T09:00:00+00:00,2.0273203708871996,0.9109374515458781,76.29,0.29460104815954824,76.449,2.2676528049121156,75.94,5.004341489130815,75.234,3.0235370732161178,75.745
rLIT-2026-06-29-1,rLIT,True,,0.324862,76.85,0.4227221860767729,-3.1090190180152457,75.93000030517578,76.94000244140625,Yahoo agrees on ex-date and amount (to 3 dp),False,75.92,-2.6626690717904675,2911.0,True,2026-06-29T12:09:00+00:00,5.707038681039947,2.8627540309423467,75.92,-0.6125677980188889,77.049,0.20008495915187904,76.785,0.7541663844955407,76.605,-1.5391150703991234,77.35
rTLT-2026-07-01-1,rTLT,True,,0.31803,86.265,0.36866631890106066,2.955679690632075,86.41999816894531,85.4800033569336,Yahoo agrees on ex-date and amount (to 3 dp),False,86.425,3.0217275099833305,1.0,False,2026-07-01T00:00:00+00:00,1.2105776184636832,1.2105776184636832,85.88,1.556456938024729,85.77,2.5186303178945444,85.464,1.996666981102428,85.63,2.311102726157908,85.53
rBOTZ-2026-06-29-1,rBOTZ,True,,0.017986,36.49,0.04929021649767058,-20.57170836106034,36.0099983215332,36.380001068115234,Yahoo agrees on ex-date and amount (to 3 dp),False,35.95,-24.463471589013555,2886.0,True,2026-06-29T00:01:00+00:00,25.575447570332532,0.0,36.49,-10.230179028132854,36.674,5.559879906594097,36.39,1.9459579673081118,36.455,-21.127543645057017,36.87
rBITI-2026-07-01-1,rBITI,True,,1.448766,29.16,4.968333333333333,0.9939497020620426,29.030000686645508,27.59000015258789,Yahoo agrees on ex-date and amount (to 3 dp),False,29.04,0.9877371500987719,1.0,False,2026-07-01T00:00:00+00:00,0.9870469075061119,0.9870469075061119,27.73,1.0553809241796122,27.631,1.0705662612181666,27.609,1.295585346425854,27.283,1.5081800649656318,26.975
rLRCX-2026-06-17-1,rLRCX,True,,0.26,369.884,0.07029230785868001,-48.69232177734375,369.3399963378906,382.0,Yahoo agrees on ex-date and amount (to 3 dp),True,369.36,-61.35384615384614,1.0,False,2026-06-17T11:27:00+00:00,7.5923076923078705,-2.4461538461537202,370.52,-50.038461538461505,382.894,-59.33846153846152,385.312,-71.2538461538462,388.41,-16.446153846153887,374.16
rBITO-2026-07-01-1,rBITO,True,,0.010375,7.945,0.13058527375707993,1.927709004965173,7.980000019073486,7.960000038146973,Yahoo agrees on ex-date and amount (to 3 dp),False,7.965,1.4457831325300896,1.0,False,2026-07-01T01:05:00+00:00,2.891566265060265,0.4819277108433632,7.94,-0.9638554216867264,7.955,-0.4819277108433632,7.95,-10.120481927710884,8.05,-18.795180722891594,8.14
rNXPI-2026-06-24-1,rNXPI,True,,0.8619,298.795,0.2884586422128884,1.0210057811956144,299.94000244140625,299.05999755859375,AMOUNT MISMATCH: Yahoo 1.014 vs Bitget 0.8619,False,300.123,3.9412924933286826,10.0,False,2026-06-24T02:58:00+00:00,4.432068685462343,-1.4096762965540957,300.01,0.0,298.795,2.4005105000580307,296.726,4.840468731871477,294.623,5.442626754843985,294.104
rTSM-2026-06-11-1,rTSM,True,,0.742067,407.055,0.18230140890051713,-6.077631488295531,408.75,413.260009765625,AMOUNT MISMATCH: Yahoo 0.955 vs Bitget 0.742067,True,408.584,-5.345878471889984,1.0,False,2026-06-11T13:00:00+00:00,5.038628587445575,-1.2869457879140078,408.01,-11.608116248263263,415.669,-7.406339319764901,412.551,-18.92686239921734,421.1,-17.784108443038164,420.252
rMO-2026-06-15-1,rMO,True,,1.06,72.163,1.4688968030708258,1.7547175569354363,71.94000244140625,70.08000183105469,Yahoo agrees on ex-date and amount (to 3 dp),False,71.909,2.019811320754722,1.0,True,2026-06-15T00:00:00+00:00,1.035849056603786,-0.0047169811320845875,72.168,1.3971698113207496,70.682,2.259433962264147,69.768,2.036792452830181,70.004,2.410377358490559,69.608
rHIMX-2026-06-30-1,rHIMX,True,,0.242,14.722,1.6437983969569352,0.08264257888163418,14.569999694824219,14.550000190734863,AMOUNT MISMATCH: Yahoo 0.252 vs Bitget 0.242,False,14.575,-0.5413223140495877,16.0,False,2026-06-30T00:14:00+00:00,1.7024793388429713,1.7024793388429713,14.31,0.008264462809912776,14.72,0.0661157024793389,14.706,-0.9008264462809916,14.94,-2.5537190082644643,15.34
rQQQ-2026-06-22-1,rQQQ,True,,0.81349,739.817,0.10995827346492444,-1.721009986677771,740.6199951171875,742.02001953125,Yahoo agrees on ex-date and amount (to 3 dp),True,739.68,-5.014198084795221,1.0,True,2026-06-22T00:00:00+00:00,9.455555692141276,0.0184390711625052,739.802,-0.9207242867152928,740.566,-4.845787901510783,743.759,-5.523116448880672,744.31,2.2163763537351375,738.014
rSATA-2026-07-09-1,rSATA,True,,0.0493,96.21,0.051242074628417005,-13.995837971840137,96.30000305175781,96.98999786376953,Yahoo agrees on ex-date and amount (to 3 dp),False,96.51,-15.496957403651031,257.0,False,2026-07-09T13:26:00+00:00,20.46653144016228,-15.212981744421908,96.96,0.0,96.21,-21.582150101420027,97.274,-10.872210953346885,96.746,-20.081135902637104,97.2
rSATA-2026-07-10-2,rSATA,True,,0.0493,97.195,0.0507227738052369,-3.245355633161131,97.30000305175781,97.45999908447266,Yahoo agrees on ex-date and amount (to 3 dp),False,97.2,-2.2920892494928915,2.0,False,2026-07-10T04:41:00+00:00,44.21906693711982,-56.49087221095357,99.98,0.0,97.195,-2.3935091277892337,97.313,6.348884381338503,96.882,-6.166328600405722,97.499
rPWR-2026-07-01-1,rPWR,True,,0.11,719.275,0.015293177157554483,99.72700639204545,720.0399780273438,709.0700073242188,Yahoo agrees on ex-date and amount (to 3 dp),False,720.19,134.72727272727317,11.0,False,2026-07-01T07:58:00+00:00,64.63636363636273,3.8636363636359503,718.85,56.94545454545464,713.011,126.40909090909066,705.37,219.0454545454548,695.18,253.63636363636343,691.375
rBABA-2026-06-11-1,rBABA,True,,1.03,114.98,0.8958079666028874,4.373783741182494,115.37999725341797,110.875,AMOUNT MISMATCH: Yahoo 1.05 vs Bitget 1.03,False,115.42,4.356310679611645,1.0,False,2026-06-11T01:30:00+00:00,1.31067961165048,0.33980582524272673,114.63,5.025242718446604,109.804,3.9291262135922302,110.933,3.997087378640781,110.863,2.1592233009708774,112.756
rGEV-2026-06-16-1,rGEV,True,,0.5,980.625,0.05098789037603569,-25.5599365234375,979.0700073242188,991.8499755859375,Yahoo agrees on ex-date and amount (to 3 dp),False,979.645,-31.764000000000124,1.0,False,2026-06-16T00:04:00+00:00,12.720000000000027,2.230000000000018,979.51,-0.009999999999990905,980.63,-29.804000000000087,995.527,-38.817999999999984,1000.034,-3.9500000000000455,982.6
rGFS-2026-06-24-1,rGFS,True,,0.12,82.727,0.1450554232596371,-1.166661580403646,83.38999938964844,83.52999877929688,Yahoo agrees on ex-date and amount (to 3 dp),False,83.421,-1.5166666666665662,1.0,False,2026-06-24T12:54:00+00:00,5.691666666666725,-6.525000000000011,83.51,-17.816666666666592,84.865,-7.299999999999922,83.603,1.450000000000055,82.553,-8.524999999999968,83.75
rSATA-2026-07-13-3,rSATA,True,,0.0493,97.54,0.05054336682386713,30.425963488843816,97.5,96.0,Yahoo agrees on ex-date and amount (to 3 dp),False,97.375,14.807302231237404,32.0,True,2026-07-13T06:16:00+00:00,18.255578093306116,-0.06085192697768994,97.543,-0.10141987829605381,97.545,18.15415821501035,96.645,12.068965517241645,96.945,14.989858012170474,96.801
rHPE-2026-06-16-1,rHPE,True,,0.1425,48.804,0.291984263584952,-0.8070025527686404,49.02000045776367,49.1349983215332,Yahoo agrees on ex-date and amount (to 3 dp),False,48.964,-1.445614035087741,1.0,False,2026-06-16T00:00:00+00:00,2.203508771929825,2.203508771929825,48.49,-1.831578947368391,49.065,-2.5684210526315767,49.17,-6.821052631578957,49.776,2.8701754385964837,48.395
rMPWR-2026-06-30-1,rMPWR,True,,2.0,1308.795,0.15281231972921655,-6.57000732421875,1312.77001953125,1325.9100341796875,Yahoo agrees on ex-date and amount (to 3 dp),False,1313.265,-15.807500000000005,28.0,False,2026-06-30T08:33:00+00:00,10.981499999999983,-0.5974999999999682,1309.99,0.0,1308.795,-18.042500000000018,1344.88,-21.67750000000001,1352.15,-36.477499999999964,1381.75
rHEI-2026-07-01-1,rHEI,True,,0.13,354.6,0.03666102650874224,-18.538489708533653,356.19000244140625,358.6000061035156,Yahoo agrees on ex-date and amount (to 3 dp),False,356.08,-19.538461538461696,675.0,False,2026-07-01T13:25:00+00:00,10.953846153846422,0.0,354.6,0.0,354.6,-30.92307692307678,358.62,-33.83076923076898,358.998,-40.03846153846141,359.805
rAPH-2026-06-23-1,rAPH,False,no 1m bars at/after openTime 2026-09-03 in window (0 pre-listing bars dropped),0.25,,,12.5,82.9800033569336,79.8550033569336,AMOUNT MISMATCH: Yahoo 0.125 vs Bitget 0.25,False,,,,False,,,,,,,,,,,,
rSTRC-2026-06-30-1,rSTRC,True,,0.479166,83.88,0.5712517882689556,5.5930518967868785,83.66999816894531,80.98999786376953,Yahoo agrees on ex-date and amount (to 3 dp),True,83.75,6.135660710484462,2.0,False,2026-06-30T00:30:00+00:00,2.5043513104018293,1.1686972781875222,83.32,1.6549588242905218,83.087,6.406965435777984,80.81,4.622615127116676,81.665,-0.8264359324326034,84.276
rPCG-2026-06-30-1,rPCG,True,,0.05,17.195,0.29078220412910727,2.79998779296875,17.239999771118164,17.100000381469727,Yahoo agrees on ex-date and amount (to 3 dp),False,17.23,3.9000000000000057,488.0,False,2026-06-30T08:01:00+00:00,3.3800000000000097,0.0,17.195,0.0,17.195,3.200000000000003,17.035,4.90000000000002,16.95,7.59999999999998,16.815
rSATA-2026-07-14-4,rSATA,True,,0.0493,96.74,0.05096133967335125,-13.995992726293105,96.80999755859375,97.5,Yahoo agrees on ex-date and amount (to 3 dp),False,96.75,-14.381338742393575,64.0,False,2026-07-14T08:00:00+00:00,65.92292089249493,-4.868154158215195,96.98,-0.20283975659239586,96.75,-14.58417849898597,97.459,-12.880324543610651,97.375,-23.935091277890606,97.92
rOPRA-2026-07-07-1,rOPRA,True,,0.39,20.67,1.8867924528301885,-0.025636721880008012,20.540000915527344,20.549999237060547,AMOUNT MISMATCH: Yahoo 0.4 vs Bitget 0.39,False,20.56,-0.25641025641026005,273.0,False,2026-07-07T04:28:00+00:00,1.9487179487179527,1.9487179487179527,19.91,0.0,20.67,0.025641025641029647,20.66,1.4615384615384621,20.1,2.5128205128205137,19.69
rINTU-2026-07-09-1,rINTU,True,,1.2,273.055,0.4394719012653128,9.558334350585938,272.1000061035156,260.6300048828125,Yahoo agrees on ex-date and amount (to 3 dp),False,272.09,8.299999999999983,11.0,False,2026-07-09T11:10:00+00:00,1.753333333333321,1.204166666666661,271.61,1.3950000000000293,271.381,9.104166666666677,262.13,3.3474999999999966,269.038,-0.22916666666664773,273.33
rMDT-2026-06-26-1,rMDT,True,,0.54,80.696,0.6691781500941807,1.2592598243995947,80.5199966430664,79.83999633789062,AMOUNT MISMATCH: Yahoo 0.72 vs Bitget 0.54,False,80.56,1.0092592592592624,1.0,False,2026-06-26T05:23:00+00:00,2.1666666666666696,1.2333333333333274,80.03,0.5814814814814684,80.382,1.2611111111111062,80.015,-0.0814814814814758,80.74,-0.5074074074074091,80.97
rPM-2026-06-25-1,rPM,True,,1.47,178.004,0.8258241387833982,1.8027169363839286,178.77999877929688,176.1300048828125,Yahoo agrees on ex-date and amount (to 3 dp),False,178.75,1.5863945578231249,2.0,False,2026-06-25T04:17:00+00:00,1.217687074829946,1.0299319727891032,176.49,1.1380952380952394,176.331,1.0789115646258396,176.418,-1.6510204081632796,180.431,-0.643537414965985,178.95
rMU-2026-07-06-1,rMU,True,,0.15,977.5,0.015345268542199489,-209.60001627604169,975.5599975585938,1007.0,Yahoo agrees on ex-date and amount (to 3 dp),True,975.405,-176.8666666666665,1.0,True,2026-07-03T17:24:00+00:00,80.33333333333303,3.3733333333331457,976.994,-223.33333333333334,1011.0,-162.89999999999964,1001.935,-105.0666666666666,993.26,-48.333333333333336,984.75
rSATA-2026-07-21-5,rSATA,True,,0.0493,97.91,0.050352364416300685,-5.4767600904855485,97.77999877929688,98.05000305175781,Yahoo agrees on ex-date and amount (to 3 dp),False,97.91,2.738336713995759,34.0,False,2026-07-21T08:00:00+00:00,31.460446247464546,2.6369168356997053,97.78,-1.805273833671372,97.999,2.738336713995759,97.775,-2.7586206896553733,98.046,-7.8904665314403655,98.299
rCSCO-2026-07-06-1,rCSCO,True,,0.42,112.465,0.3734495176277064,-0.8571443103608631,112.69000244140625,113.05000305175781,Yahoo agrees on ex-date and amount (to 3 dp),False,112.69,-0.5595238095238082,4321.0,True,2026-07-06T00:27:00+00:00,2.0952380952380847,-2.678571428571429,113.59,-0.011904761904751078,112.47,-1.0952380952380805,112.925,-5.1547619047618864,114.63,-3.6547619047618967,114.0
rCMCSA-2026-07-01-1,rCMCSA,True,,0.33,24.585,1.342281879194631,0.9090885971531723,24.549999237060547,24.25,Yahoo agrees on ex-date and amount (to 3 dp),False,24.53,0.7878787878787926,6.0,False,2026-07-01T07:42:00+00:00,0.6969696969696982,0.2272727272727251,24.51,0.4727272727272799,24.429,0.9545454545454584,24.27,1.8090909090909129,23.988,2.57575757575758,23.735
rDIS-2026-06-30-1,rDIS,True,,0.75,98.705,0.7598399270553671,1.6266581217447917,98.62999725341797,97.41000366210938,Yahoo agrees on ex-date and amount (to 3 dp),False,98.655,1.9399999999999977,1.0,False,2026-06-30T02:16:00+00:00,3.4666666666666592,0.9133333333333363,98.02,0.23999999999999014,98.525,2.0066666666666606,97.2,2.660000000000006,96.71,3.022666666666661,96.438
